Error
Fila incompleta: ['CT-36464']
Fila incompleta: ['CT-16066']
Fila incompleta: ['CT-19310']
Fila incompleta: ['CT-31257']
Fila incompleta: ['CT-33007']
Fila incompleta: ['CT-34816']
Fila incompleta: ['CT-24780']
Fila incompleta: []
